,kind,etag,id,status,htmlLink,created,updated,summary,creator,organizer,start,end,recurringEventId,originalStartTime,iCalUID,sequence,reminders,location,description,visibility
10,calendar#event,"""3097287727272000""",_88p32e9h6gpk4b9j6grj0b9k70o30ba16sp4ab9k8l2k4h1p70qk4c218g,confirmed,https://www.google.com/calendar/event?eid=Xzg4cDMyZTloNmdwazRiOWo2Z3JqMGI5azcwbzMwYmExNnNwNGFiOWs4bDJrNGgxcDcwcWs0YzIxOGcgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-01-24T04:33:57.000Z,2019-02-01T01:08:10.110Z,SF Analytics + AI Meetup at the SF Innovation Hub at Salesforce Tower ,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-01T03:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-01T05:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,B219143B-3470-4800-A72E-4EEBD985B0AD,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 120}]}","415 Mission St., San Francisco, ca","View in app: meetup://SF-Analytics-Artificial-Intelligence-Meetup/events/256453473

View in browser: https://www.meetup.com/SF-Analytics-Artificial-Intelligence-Meetup/events/256453473/",
11,calendar#event,"""3116074901948000""",_6gok6d1g6h34cba188pj8b9k6ks3eba18kp3eba288sjah1g6sq4ch1p6k_20190202T040000Z,confirmed,https://www.google.com/calendar/event?eid=XzZnb2s2ZDFnNmgzNGNiYTE4OHBqOGI5azZrczNlYmExOGtwM2ViYTI4OHNqYWgxZzZzcTRjaDFwNmtfMjAxOTAyMDJUMDQwMDAwWiBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2018-11-02T05:11:17.000Z,2019-06-03T14:40:25.407Z,Check account,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-02T03:00:00+01:00', 'timeZone': 'UTC'}","{'dateTime': '2019-02-02T04:00:00+01:00', 'timeZone': 'UTC'}",_6gok6d1g6h34cba188pj8b9k6ks3eba18kp3eba288sjah1g6sq4ch1p6k,"{'dateTime': '2019-02-02T05:00:00+01:00', 'timeZone': 'UTC'}",41C404FF-AB34-4587-AE27-BB95D074FD95,8,{'useDefault': True},,,
12,calendar#event,"""3098071321561000""",_8kpk8dq5692j6b9o6cq3eb9k6t244ba2652j0ba384s3gdpl6os46e1l6s_20190202T050000Z,confirmed,https://www.google.com/calendar/event?eid=XzhrcGs4ZHE1NjkyajZiOW82Y3EzZWI5azZ0MjQ0YmEyNjUyajBiYTM4NHMzZ2RwbDZvczQ2ZTFsNnNfMjAxOTAyMDJUMDUwMDAwWiBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2018-11-02T05:11:45.000Z,2019-04-02T15:12:40.698Z,Cleanup - kitchen,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-02T06:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-02T07:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",_8kpk8dq5692j6b9o6cq3eb9k6t244ba2652j0ba384s3gdpl6os46e1l6s,"{'dateTime': '2019-02-02T06:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",E3D7E2E3-8347-47DB-B1E0-CA887568C857,2,{'useDefault': False},,,
13,calendar#event,"""3096680467280000""",_8l230cq189130b9l74okab9k6p2jgba16d24cb9i84sjcc9j8kqjcdpo84,confirmed,https://www.google.com/calendar/event?eid=XzhsMjMwY3ExODkxMzBiOWw3NG9rYWI5azZwMmpnYmExNmQyNGNiOWk4NHNqY2M5ajhrcWpjZHBvODQgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-01-12T03:46:12.000Z,2019-02-06T01:14:54.554Z,Unleashing wealth in your home or rentals with airbnb – Michael Palladino-SF,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-06T03:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-06T05:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,ED03ABB0-591E-46E8-A3DF-2A9613E5678A,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 120}]}","425 Market St #1600, San Francisco, CA","View in app: meetup://Bay-Area-Multifamily-Moguls/events/258008168

View in browser: https://www.meetup.com/Bay-Area-Multifamily-Moguls/events/258008168/",
14,calendar#event,"""3098950549858000""",_8kojgd1h89236b9h8co3gb9k6coj6ba18d1jcba46cr4ce9l8l23ah1g6s,confirmed,https://www.google.com/calendar/event?eid=Xzhrb2pnZDFoODkyMzZiOWg4Y28zZ2I5azZjb2o2YmExOGQxamNiYTQ2Y3I0Y2U5bDhsMjNhaDFnNnMgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-02-06T17:46:21.000Z,2019-02-06T17:49:28.419Z,Boomerang presentation ,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-08T22:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-08T23:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,E1841BD3-1C08-4313-ACC6-D36F95ED5D07,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 5}]}",{M} Software University (141.20C) [AVCN] (110) {R} AP01:6 1st,,
15,calendar#event,"""3099177054170000""",_clr6arjkbsp3ae1m6oo34dhn81mmapbkelo2sorfdk,confirmed,https://www.google.com/calendar/event?eid=X2NscjZhcmprYnNwM2FlMW02b28zNGRobjgxbW1hcGJrZWxvMnNvcmZkayBoamM4MHNoOGc2MGk1MjRwZWdiN3BpaTZxY0Bn,2019-02-08T01:15:27.000Z,2019-02-08T01:15:27.085Z,"Play with Deep Learning Jupyter Notebook, Week 1","{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-09T02:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-09T03:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,event_258660267@meetup.com,0,{'useDefault': True},"Interactive video meeting (Marina Green, San Francisco, CA)","Data Scientists and Engineers Project Group
Friday, February 8 at 5:00 PM

""Since the inception of Fast.ai, a course in deep learning, it has attracted more than 100,000 students."" ""You don't need a PhD in order to practice d...

https://www.meetup.com/Projects/events/258660267/",public
16,calendar#event,"""3098666037889000""",_8gsj4c1g8p246b9l892k6b9k8h0jaba18924cb9g8p23chi56h1j4d9i64,confirmed,https://www.google.com/calendar/event?eid=Xzhnc2o0YzFnOHAyNDZiOWw4OTJrNmI5azhoMGphYmExODkyNGNiOWc4cDIzY2hpNTZoMWo0ZDlpNjQgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-02-05T02:16:41.000Z,2019-02-05T02:17:15.365Z,Find company guidance source,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-09T05:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-09T08:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,D9200FDC-5BEC-4DA5-ABDF-0FD6FE4C2521,0,{'useDefault': False},,,
17,calendar#event,"""3098327151651000""",_64p32ca360rj4b9g8cpjgb9k61230ba18l2j4b9k88qj8h236cp3eci360,confirmed,https://www.google.com/calendar/event?eid=XzY0cDMyY2EzNjByajRiOWc4Y3BqZ2I5azYxMjMwYmExOGwyajRiOWs4OHFqOGgyMzZjcDNlY2kzNjAgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-01-24T04:30:51.000Z,2019-02-13T01:55:00.375Z,Expert VC panel: what's getting funded in enterprise AI,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-13T03:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-13T05:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,1211C072-0C38-40D0-AEE2-4B54DC3272C0,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 120}]}","111 Independence Dr, Menlo Park, CA","View in app: meetup://The-Future-of-AI-in-IT/events/257818643

View in browser: https://www.meetup.com/The-Future-of-AI-in-IT/events/257818643/",
18,calendar#event,"""3099986127544000""",_6d33ehhh84q32b9n8ork6b9k750k4b9p74q46ba58d138ga1750jigi570,confirmed,https://www.google.com/calendar/event?eid=XzZkMzNlaGhoODRxMzJiOW44b3JrNmI5azc1MGs0YjlwNzRxNDZiYTU4ZDEzOGdhMTc1MGppZ2k1NzAgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-02-12T17:37:43.000Z,2019-02-12T17:37:43.772Z,Analyze Quandl failures,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-13T05:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-13T08:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,3F7F1A41-7F7C-49AB-994C-ECB4AA9A9BE8,0,{'useDefault': True},,,
19,calendar#event,"""3099522549975000""",_8p1jee268923eb9k8ookcb9k84sk4ba26cs32b9l8d136ghl8cs3ce1p74,confirmed,https://www.google.com/calendar/event?eid=XzhwMWplZTI2ODkyM2ViOWs4b29rY2I5azg0c2s0YmEyNmNzMzJiOWw4ZDEzNmdobDhjczNjZTFwNzQgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-02-05T21:58:56.000Z,2019-02-14T04:30:13.495Z,Recent Progress in Interactive Neural Machine Translation,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-14T03:30:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-14T06:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,FC78FBD7-4F1F-4A9B-B381-5CB3B5C86899,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 120}]}","1 Market Street #200, San Francisco, CA","View in app: meetup://sf-globalization/events/mfdtpnyzdbrb

View in browser: https://www.meetup.com/sf-globalization/events/mfdtpnyzdbrb/",
20,calendar#event,"""3100673681240000""",_88ojcchj88rj0b9o6t1j0b9k64o3aba288r4ab9g74s32hhj8p2kcd9o6c,confirmed,https://www.google.com/calendar/event?eid=Xzg4b2pjY2hqODhyajBiOW82dDFqMGI5azY0bzNhYmEyODhyNGFiOWc3NHMzMmhoajhwMmtjZDlvNmMgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-02-16T17:07:20.000Z,2019-02-16T17:07:20.620Z,Analyze Benzinga revenue,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-15T05:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-15T08:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,B1623B70-87C0-4105-BB6E-0981F3FEF583,0,{'useDefault': True},,,
21,calendar#event,"""3100230011055000""",_6go3ee258cpjaba188qkcb9k8oo34ba1691jib9p8oqjichi6d0j4h9l64,confirmed,https://www.google.com/calendar/event?eid=XzZnbzNlZTI1OGNwamFiYTE4OHFrY2I5azhvbzM0YmExNjkxamliOXA4b3FqaWNoaTZkMGo0aDlsNjQgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-02-12T02:09:17.000Z,2019-02-16T04:50:53.155Z,Tasks cleanup,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-16T05:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-16T08:00:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,4078EC35-AB5F-4F02-A2C9-9F59223A2E51,0,"{'useDefault': False, 'overrides': [{'method': 'popup', 'minutes': 10}]}",,,
22,calendar#event,"""3104147905912000""",_88r42dpg6cs3gb9o6gp34b9k8oo36ba26gr3ab9n6d2j8ha168q38dhk6s,confirmed,https://www.google.com/calendar/event?eid=Xzg4cjQyZHBnNmNzM2diOW82Z3AzNGI5azhvbzM2YmEyNmdyM2FiOW42ZDJqOGhhMTY4cTM4ZGhrNnMgaGpjODBzaDhnNjBpNTI0cGVnYjdwaWk2cWNAZw,2019-03-08T19:39:12.000Z,2019-03-08T19:39:13.000Z,Taxes,"{'email': 'jvalansi@gmail.com', 'displayName': 'Jordan Valansi'}","{'email': 'hjc80sh8g60i524pegb7pii6qc@group.calendar.google.com', 'displayName': 'Plan', 'self': True}","{'dateTime': '2019-02-16T21:00:00+01:00', 'timeZone': 'America/Los_Angeles'}","{'dateTime': '2019-02-17T00:45:00+01:00', 'timeZone': 'America/Los_Angeles'}",,,B6A70388-8422-4F03-B465-73E4EA244647,0,{'useDefault': False},,,
