word,count,freq,log_freq,tfidf,tfiedf
sf,2,5.75e-06,-12.066310703155015,-0.16575074595725883,347826.0869565217
keyboard,4,1.17e-05,-11.355921716160564,-0.35223913126378964,341880.3418803419
conquer,2,5.89e-06,-12.042254560300778,-0.16608185701316433,339558.5738539898
neglected,2,5.89e-06,-12.042254560300778,-0.16608185701316433,339558.5738539898
premise,2,5.89e-06,-12.042254560300778,-0.16608185701316433,339558.5738539898
bot,2,5.89e-06,-12.042254560300778,-0.16608185701316433,339558.5738539898
infinity,2,5.89e-06,-12.042254560300778,-0.16608185701316433,339558.5738539898
commentary,5,1.48e-05,-11.120883377194204,-0.4496045710049968,337837.8378378378
accessible,5,1.48e-05,-11.120883377194204,-0.4496045710049968,337837.8378378378
calculate,3,8.91e-06,-11.628336316481557,-0.25799047416163184,336700.3367003367
minimum,16,4.79e-05,-9.946395053547404,-1.6086230150584624,334029.2275574113
perceive,2,6.03e-06,-12.01876354722518,-0.16640646869716877,331674.9585406302
simplicity,2,6.03e-06,-12.01876354722518,-0.16640646869716877,331674.9585406302
lenses,2,6.03e-06,-12.01876354722518,-0.16640646869716877,331674.9585406302
splitting,2,6.03e-06,-12.01876354722518,-0.16640646869716877,331674.9585406302
wikipedia,2,6.03e-06,-12.01876354722518,-0.16640646869716877,331674.9585406302
random,12,3.63e-05,-10.223692816693468,-1.173744185702268,330578.5123966942
culture,38,0.000115,-9.070578429601024,-4.18936899062472,330434.7826086956
repairs,3,9.12e-06,-11.605040753878034,-0.258508355431453,328947.3684210526
illusion,3,9.12e-06,-11.605040753878034,-0.258508355431453,328947.3684210526
restaurants,7,2.14e-05,-10.752119635936468,-0.6510344227015594,327102.8037383178
judiciary,2,6.17e-06,-11.995811720046978,-0.16672485753153915,324149.10858995136
digit,2,6.17e-06,-11.995811720046978,-0.16672485753153915,324149.10858995136
viewer,2,6.17e-06,-11.995811720046978,-0.16672485753153915,324149.10858995136
50k,6,1.86e-05,-10.892348977245119,-0.5508453697668355,322580.6451612903
inclusion,3,9.33e-06,-11.582275543105021,-0.25901645914355,321543.4083601286
slope,3,9.33e-06,-11.582275543105021,-0.25901645914355,321543.4083601286
segments,3,9.33e-06,-11.582275543105021,-0.25901645914355,321543.4083601286
representation,8,2.51e-05,-10.592642711826535,-0.7552411817938609,318725.0996015936
capitalism,4,1.26e-05,-11.281813744006842,-0.354552919482906,317460.31746031746
rises,4,1.26e-05,-11.281813744006842,-0.354552919482906,317460.31746031746
skeleton,2,6.31e-06,-11.973374881411152,-0.16703728228747192,316957.21077654517
explode,2,6.31e-06,-11.973374881411152,-0.16703728228747192,316957.21077654517
jordan,10,3.16e-05,-10.362353437371407,-0.9650317430725154,316455.69620253163
documents,13,4.17e-05,-10.085009429159518,-1.2890419281525072,311750.5995203837
logic,8,2.57e-05,-10.5690195660631,-0.7569292449498185,311284.046692607
interesting,27,8.71e-05,-9.348453674105818,-2.888178188740135,309988.5189437428
pension,6,1.95e-05,-10.845096092394574,-0.5532454437363323,307692.3076923077
freedom,25,8.13e-05,-9.417364541410508,-2.654670517432849,307503.0750307503
insert,3,9.77e-06,-11.536194091909582,-0.26005110317135893,307062.43602865917
shapes,3,9.77e-06,-11.536194091909582,-0.26005110317135893,307062.43602865917
month,46,0.000151,-8.79823072114935,-5.22832390487605,304635.76158940396
solve,8,2.63e-05,-10.545941618780555,-0.7585856521103189,304182.50950570346
bug,4,1.32e-05,-11.235293728371948,-0.35602095474362117,303030.30303030304
commented,4,1.32e-05,-11.235293728371948,-0.35602095474362117,303030.30303030304
tunnels,2,6.61e-06,-11.926926904100679,-0.16768778882281624,302571.86081694404
arabs,2,6.61e-06,-11.926926904100679,-0.16768778882281624,302571.86081694404
stack,3,1e-05,-11.512925464970229,-0.2605766891419511,300000.0
steps,16,5.37e-05,-9.832097556449455,-1.627323153390057,297951.582867784
n,40,0.000135,-8.910235779525845,-4.489219027392402,296296.2962962963
staring,4,1.35e-05,-11.21282087251989,-0.3567344957595018,296296.2962962963
treasure,4,1.35e-05,-11.21282087251989,-0.3567344957595018,296296.2962962963
convenient,4,1.35e-05,-11.21282087251989,-0.3567344957595018,296296.2962962963
dimensions,4,1.35e-05,-11.21282087251989,-0.3567344957595018,296296.2962962963
realization,2,6.76e-06,-11.904487667909402,-0.16800387011961418,295857.9881656805
curves,2,6.76e-06,-11.904487667909402,-0.16800387011961418,295857.9881656805
hobby,2,6.76e-06,-11.904487667909402,-0.16800387011961418,295857.9881656805
mirrors,2,6.76e-06,-11.904487667909402,-0.16800387011961418,295857.9881656805
arrangement,6,2.04e-05,-10.799975657114103,-0.5555568077644426,294117.6470588235
strip,7,2.4e-05,-10.637456727616328,-0.6580520305974096,291666.6666666667
satisfying,2,6.92e-06,-11.881094788334696,-0.16833465565510636,289017.34104046243
toss,2,6.92e-06,-11.881094788334696,-0.16833465565510636,289017.34104046243
floyd,2,6.92e-06,-11.881094788334696,-0.16833465565510636,289017.34104046243
distribution,17,5.89e-05,-9.739669467306733,-1.745439109311061,288624.7877758913
disturbing,3,1.05e-05,-11.464135300800796,-0.26168567635366646,285714.28571428574
ratio,7,2.45e-05,-10.616837440413592,-0.6593300537271207,285714.28571428574
vagina,2,7.08e-06,-11.858236650258645,-0.16865914039220808,282485.8757062147
evolutionary,2,7.08e-06,-11.858236650258645,-0.16865914039220808,282485.8757062147
directions,5,1.78e-05,-10.936312100666235,-0.4571925118793384,280898.8764044944
apps,5,1.78e-05,-10.936312100666235,-0.4571925118793384,280898.8764044944
y,25,8.91e-05,-9.32575122348751,-2.6807491858710404,280583.6139169473
saves,3,1.07e-05,-11.445266816496414,-0.2621170871854213,280373.83177570096
variables,3,1.07e-05,-11.445266816496414,-0.2621170871854213,280373.83177570096
pattern,9,3.24e-05,-10.33735213516599,-0.8706291400660973,277777.77777777775
maya,2,7.24e-06,-11.83588935156665,-0.16897758508829516,276243.09392265195
baked,2,7.24e-06,-11.83588935156665,-0.16897758508829516,276243.09392265195
coordinates,2,7.24e-06,-11.83588935156665,-0.16897758508829516,276243.09392265195
problematic,2,7.24e-06,-11.83588935156665,-0.16897758508829516,276243.09392265195
invented,4,1.45e-05,-11.141361908537746,-0.35902253538095347,275862.0689655172
inter,5,1.82e-05,-10.914088963881525,-0.45812344177757025,274725.27472527476
quantity,5,1.82e-05,-10.914088963881525,-0.45812344177757025,274725.27472527476
suppose,12,4.37e-05,-10.03816245586273,-1.195437915331951,274599.5423340961
creature,4,1.48e-05,-11.120883377194204,-0.35968365680399744,270270.27027027024
communism,2,7.41e-06,-11.812680118656278,-0.16930958765583717,269905.5330634278
oxygen,5,1.86e-05,-10.892348977245119,-0.4590378081390296,268817.20430107525
assumptions,3,1.12e-05,-11.399596779663225,-0.2631672030147568,267857.14285714284
meter,3,1.12e-05,-11.399596779663225,-0.2631672030147568,267857.14285714284
root,7,2.63e-05,-10.545941618780555,-0.6637624455965291,266159.6958174905
stocks,4,1.51e-05,-11.100815814143395,-0.36033387698439745,264900.66225165565
laser,4,1.51e-05,-11.100815814143395,-0.36033387698439745,264900.66225165565
idea,58,0.000219,-8.426438828147774,-6.883097496211108,264840.1826484018
dominate,2,7.59e-06,-11.788678966556736,-0.1696542933838298,263504.6113306983
tricky,2,7.59e-06,-11.788678966556736,-0.1696542933838298,263504.6113306983
abraham,3,1.15e-05,-11.37316352259507,-0.26377885045263777,260869.5652173913
alternatives,3,1.15e-05,-11.37316352259507,-0.26377885045263777,260869.5652173913
threshold,3,1.15e-05,-11.37316352259507,-0.26377885045263777,260869.5652173913
passive,3,1.15e-05,-11.37316352259507,-0.26377885045263777,260869.5652173913
subjective,2,7.76e-06,-11.766528223769146,-0.16997367124483423,257731.95876288658
conquest,2,7.76e-06,-11.766528223769146,-0.16997367124483423,257731.95876288658
cum,2,7.76e-06,-11.766528223769146,-0.16997367124483423,257731.95876288658
phrases,2,7.76e-06,-11.766528223769146,-0.16997367124483423,257731.95876288658
tax,34,0.000132,-8.932708635377903,-3.8062363150795426,257575.75757575757
10000,17,6.61e-05,-9.624341811106634,-1.7663545553194866,257186.08169440244
guess,38,0.000148,-8.818298284200159,-4.309221436531016,256756.75675675677
slot,3,1.17e-05,-11.355921716160564,-0.2641793484478422,256410.2564102564
200k,3,1.17e-05,-11.355921716160564,-0.2641793484478422,256410.2564102564
explore,5,1.95e-05,-10.845096092394574,-0.46103786978027694,256410.2564102564
static,3,1.17e-05,-11.355921716160564,-0.2641793484478422,256410.2564102564
math,6,2.34e-05,-10.662774535600619,-0.5627053240193106,256410.2564102564
organs,3,1.17e-05,-11.355921716160564,-0.2641793484478422,256410.2564102564
projects,15,5.89e-05,-9.739669467306733,-1.5400933317450538,254668.93039049234
option,15,5.89e-05,-9.739669467306733,-1.5400933317450538,254668.93039049234
dig,4,1.58e-05,-11.055500617931353,-0.3618108431482734,253164.5569620253
accepts,2,7.94e-06,-11.74359728270523,-0.17030556752362377,251889.16876574306
distances,2,7.94e-06,-11.74359728270523,-0.17030556752362377,251889.16876574306
ruler,2,8.13e-06,-11.719949634404555,-0.17064919751266594,246002.46002460024
mc,2,8.13e-06,-11.719949634404555,-0.17064919751266594,246002.46002460024
reproduction,2,8.13e-06,-11.719949634404555,-0.17064919751266594,246002.46002460024
rational,3,1.23e-05,-11.305911295585902,-0.2653479159323735,243902.43902439022
computer,26,0.000107,-9.142681723502369,-2.843804562633287,242990.65420560748
saving,9,3.72e-05,-10.199201796685173,-0.8824219953099738,241935.48387096773
code,27,0.000112,-9.09701168666918,-2.9680076194214386,241071.42857142858
stanford,2,8.32e-06,-11.696848303131157,-0.1709862304929282,240384.61538461538
salary,5,2.09e-05,-10.77576139899351,-0.4640043348089552,239234.44976076556
painful,5,2.09e-05,-10.77576139899351,-0.4640043348089552,239234.44976076556
technically,3,1.26e-05,-11.281813744006842,-0.2659146896121795,238095.2380952381
infrastructure,7,2.95e-05,-10.4311202946185,-0.6710688595558961,237288.13559322036
carbon,8,3.39e-05,-10.29209554357787,-0.7772955435680825,235988.2005899705
upside,2,8.51e-06,-11.674268615378992,-0.17131694206224776,235017.62632197415
esteem,2,8.51e-06,-11.674268615378992,-0.17131694206224776,235017.62632197415
calculation,2,8.51e-06,-11.674268615378992,-0.17131694206224776,235017.62632197415
layer,5,2.14e-05,-10.752119635936468,-0.46502458764397103,233644.85981308413
earn,6,2.57e-05,-10.5690195660631,-0.5676969337123638,233463.03501945524
rank,6,2.57e-05,-10.5690195660631,-0.5676969337123638,233463.03501945524
consumption,6,2.57e-05,-10.5690195660631,-0.5676969337123638,233463.03501945524
monkey,3,1.29e-05,-11.258283246596648,-0.26647046750284,232558.13953488372
noon,3,1.29e-05,-11.258283246596648,-0.26647046750284,232558.13953488372
particles,3,1.29e-05,-11.258283246596648,-0.26647046750284,232558.13953488372
decide,14,6.03e-05,-9.716178454231134,-1.4408957252018542,232172.47097844112
need,211,0.000912,-6.999870567889943,-30.14341450367765,231359.649122807
employer,4,1.74e-05,-10.959040351743791,-0.36499546234114594,229885.0574712644
fraction,2,8.71e-06,-11.651038767099863,-0.17165851388698394,229621.1251435132
performs,2,8.71e-06,-11.651038767099863,-0.17165851388698394,229621.1251435132
contribute,5,2.19e-05,-10.729023921141819,-0.46602561768432366,228310.50228310502
stomach,6,2.63e-05,-10.545941618780555,-0.5689392390827392,228136.88212927757
information,60,0.000263,-8.24335652578651,-7.278588498788158,228136.88212927757
facebook,14,6.17e-05,-9.693226627052931,-1.4443075085985555,226904.37601296598
survive,7,3.09e-05,-10.384754374060574,-0.674065052273635,226537.21682847897
writing,26,0.000115,-9.070578429601024,-2.866410362006387,226086.95652173914
direction,21,9.33e-05,-9.279690450110976,-2.263006520842391,225080.38585209002
separation,4,1.78e-05,-10.936312100666235,-0.3657540095034707,224719.10112359552
thousand,11,4.9e-05,-9.923690259853647,-1.108458618917256,224489.79591836737
modes,2,8.91e-06,-11.628336316481557,-0.1719936494410879,224466.8911335578
isaac,2,8.91e-06,-11.628336316481557,-0.1719936494410879,224466.8911335578
wheat,3,1.35e-05,-11.21282087251989,-0.26755087181962633,222222.22222222222
ten,26,0.000117,-9.053336623166517,-2.8718693540532656,222222.22222222222
brings,9,4.07e-05,-10.109282465515724,-0.8902709001059519,221130.22113022112
concept,13,5.89e-05,-9.739669467306733,-1.3347475541790466,220713.07300509338
tool,8,3.63e-05,-10.223692816693468,-0.7824961238015119,220385.67493112947
surprising,4,1.82e-05,-10.914088963881525,-0.3664987534220562,219780.2197802198
deeper,4,1.82e-05,-10.914088963881525,-0.3664987534220562,219780.2197802198
project,34,0.000155,-8.772085441045027,-3.875931239897904,219354.83870967742
entities,2,9.12e-06,-11.605040753878034,-0.17233890362096865,219298.24561403506
prints,2,9.12e-06,-11.605040753878034,-0.17233890362096865,219298.24561403506
picks,3,1.38e-05,-11.190841965801114,-0.26807634395766755,217391.30434782608
operates,3,1.38e-05,-11.190841965801114,-0.26807634395766755,217391.30434782608
20k,4,1.86e-05,-10.892348977245119,-0.36723024651122366,215053.7634408602
sr,2,9.33e-06,-11.582275543105021,-0.17267763942903333,214362.27224008573
how's,2,9.33e-06,-11.582275543105021,-0.17267763942903333,214362.27224008573
machine,17,7.94e-05,-9.441012189711184,-1.8006543851862198,214105.7934508816
welfare,6,2.82e-05,-10.476188580020207,-0.5727273763898232,212765.9574468085
invested,3,1.41e-05,-11.169335760580152,-0.26859251653870736,212765.9574468085
electricity,6,2.82e-05,-10.476188580020207,-0.5727273763898232,212765.9574468085
coin,3,1.41e-05,-11.169335760580152,-0.26859251653870736,212765.9574468085
cell,14,6.61e-05,-9.624341811106634,-1.4546449279101654,211800.30257186084
pounds,7,3.31e-05,-10.315977275581258,-0.6785590752094384,211480.36253776436
investment,16,7.59e-05,-9.48609387356269,-1.6866794924506567,210803.68906455862
independence,9,4.27e-05,-10.061311637729695,-0.8945155784908003,210772.8337236534
amount,29,0.000138,-8.88825687280707,-3.262731986147165,210144.9275362319
expectation,2,9.55e-06,-11.558969403471636,-0.17302580621065727,209424.0837696335
geography,2,9.55e-06,-11.558969403471636,-0.17302580621065727,209424.0837696335
leisure,2,9.55e-06,-11.558969403471636,-0.17302580621065727,209424.0837696335
develop,12,5.75e-05,-9.76372561016097,-1.2290390450456505,208695.65217391303
cloud,6,2.88e-05,-10.455135170822373,-0.573880672221673,208333.33333333334
bedroom,6,2.88e-05,-10.455135170822373,-0.573880672221673,208333.33333333334
8,64,0.000309,-8.082169281066529,-7.9186661123181175,207119.74110032365
language,36,0.000174,-8.656455258749745,-4.158746152313562,206896.55172413794
laying,3,1.45e-05,-11.141361908537746,-0.2692669015357151,206896.55172413794
2,193,0.000933,-6.977105357116931,-27.661901336079463,206859.59271168275
function,13,6.31e-05,-9.670789788417107,-1.3442542216738445,206022.18700475435
want,220,0.00107,-6.840096630508322,-32.163288310687314,205607.47663551403
subjected,2,9.77e-06,-11.536194091909582,-0.1733674021142393,204708.29068577278
reduces,2,9.77e-06,-11.536194091909582,-0.1733674021142393,204708.29068577278
collision,2,9.77e-06,-11.536194091909582,-0.1733674021142393,204708.29068577278
sovereignty,2,9.77e-06,-11.536194091909582,-0.1733674021142393,204708.29068577278
sketch,2,9.77e-06,-11.536194091909582,-0.1733674021142393,204708.29068577278
extract,2,9.77e-06,-11.536194091909582,-0.1733674021142393,204708.29068577278
google,12,5.89e-05,-9.739669467306733,-1.232074665396043,203735.14431239388
khan,3,1.48e-05,-11.120883377194204,-0.2697627426029981,202702.7027027027
money,80,0.000398,-7.829058552679836,-10.218342277260977,201005.02512562813
income,21,0.000105,-9.161550207806751,-2.292188496888382,200000.0
hydrogen,2,1e-05,-11.512925464970229,-0.17371779276130073,199999.99999999997
fifty,4,2e-05,-10.819778284410283,-0.36969334258571773,199999.99999999997
democrat,2,1e-05,-11.512925464970229,-0.17371779276130073,199999.99999999997
organize,2,1e-05,-11.512925464970229,-0.17371779276130073,199999.99999999997
chances,6,3.02e-05,-10.40766863358345,-0.5764979854027259,198675.49668874172
robot,3,1.51e-05,-11.100815814143395,-0.27025040773829806,198675.49668874172
there's,56,0.000282,-8.17360348702616,-6.851323298088532,198581.56028368793
what,476,0.0024,-6.032286541628237,-78.90871839644373,198333.33333333334
manage,7,3.55e-05,-10.245977861482904,-0.6831949175212142,197183.0985915493
height,7,3.55e-05,-10.245977861482904,-0.6831949175212142,197183.0985915493
perform,9,4.57e-05,-9.993412260064115,-0.9005932874365635,196936.54266958425
twice,13,6.61e-05,-9.624341811106634,-1.350741718773725,196671.70953101362
properties,8,4.07e-05,-10.109282465515724,-0.7913519112052906,196560.19656019655
taxes,8,4.07e-05,-10.109282465515724,-0.7913519112052906,196560.19656019655
actually,54,0.000275,-8.198739460297702,-6.586378340413713,196363.63636363635
create,21,0.000107,-9.142681723502369,-2.2969190698191935,196261.68224299065
cheat,2,1.02e-05,-11.493122837674049,-0.1740171081652474,196078.431372549
minus,2,1.02e-05,-11.493122837674049,-0.1740171081652474,196078.431372549
nerves,2,1.02e-05,-11.493122837674049,-0.1740171081652474,196078.431372549
socially,2,1.02e-05,-11.493122837674049,-0.1740171081652474,196078.431372549
profitable,2,1.02e-05,-11.493122837674049,-0.1740171081652474,196078.431372549
3d,5,2.57e-05,-10.5690195660631,-0.4730807780936365,194552.52918287937
build,19,9.77e-05,-9.233608998915537,-2.057700299225525,194472.87615148412
satisfaction,3,1.55e-05,-11.074670534039074,-0.2708884197303395,193548.38709677418
memory,13,6.76e-05,-9.601902574915355,-1.3538983444762354,192307.6923076923
according,42,0.000219,-8.426438828147774,-4.98431198001494,191780.8219178082
repeated,4,2.09e-05,-10.77576139899351,-0.3712034678471642,191387.55980861245
browser,2,1.05e-05,-11.464135300800796,-0.17445711756911098,190476.19047619047
housing,10,5.25e-05,-9.854697388366697,-1.0147445026373747,190476.19047619047
creativity,2,1.05e-05,-11.464135300800796,-0.17445711756911098,190476.19047619047
string,5,2.63e-05,-10.545941618780555,-0.47411603256894935,190114.06844106465
speed,19,0.0001,-9.210340371976182,-2.0628987890404464,190000.0
lens,3,1.58e-05,-11.055500617931353,-0.27135813236120504,189873.41772151898
sex,28,0.000148,-8.818298284200159,-3.175215795338643,189189.1891891892
grand,15,7.94e-05,-9.441012189711184,-1.5888126928113704,188916.8765743073
add,22,0.000117,-9.053336623166517,-2.4300432995835326,188034.18803418803
feels,13,6.92e-05,-9.57850969534065,-1.3572048693883656,187861.2716763006
app,8,4.27e-05,-10.061311637729695,-0.7951249586584892,187353.6299765808
dictionary,2,1.07e-05,-11.445266816496414,-0.1747447247902809,186915.8878504673
backwards,2,1.07e-05,-11.445266816496414,-0.1747447247902809,186915.8878504673
ego,2,1.07e-05,-11.445266816496414,-0.1747447247902809,186915.8878504673
thoughts,10,5.37e-05,-9.832097556449455,-1.0170769708687857,186219.739292365
frequency,5,2.69e-05,-10.52338427135648,-0.4751323216058414,185873.6059479554
odds,3,1.62e-05,-11.030499315725935,-0.271973182186138,185185.18518518517
privacy,4,2.19e-05,-10.729023921141819,-0.3728204941474589,182648.401826484
expenses,4,2.19e-05,-10.729023921141819,-0.3728204941474589,182648.401826484
connections,4,2.19e-05,-10.729023921141819,-0.3728204941474589,182648.401826484
reverse,4,2.19e-05,-10.729023921141819,-0.3728204941474589,182648.401826484
raise,10,5.5e-05,-9.808177372731803,-1.0195574182621832,181818.18181818182
concentrated,2,1.1e-05,-11.417615285165903,-0.17516792693115682,181818.18181818182
calendar,3,1.66e-05,-11.006107862601777,-0.2725759221562652,180722.89156626505
insight,3,1.66e-05,-11.006107862601777,-0.2725759221562652,180722.89156626505
communicate,3,1.66e-05,-11.006107862601777,-0.2725759221562652,180722.89156626505
words,32,0.000178,-8.633727007672189,-3.706394697395903,179775.2808988764
allows,9,5.01e-05,-9.901489549873455,-0.9089541482286394,179640.71856287424
c,42,0.000234,-8.360189442606572,-5.023809602441865,179487.1794871795
okay,22,0.000123,-9.003326202591856,-2.443541365153102,178861.78861788617
min,4,2.24e-05,-10.70644959910328,-0.37360657825681265,178571.42857142858
annoying,4,2.24e-05,-10.70644959910328,-0.37360657825681265,178571.42857142858
computing,2,1.12e-05,-11.399596779663225,-0.17544480200983786,178571.42857142858
essence,2,1.12e-05,-11.399596779663225,-0.17544480200983786,178571.42857142858
example,40,0.000224,-8.403864506109235,-4.759715006223837,178571.42857142858
ai,3,1.7e-05,-10.982297213908058,-0.2731668922783094,176470.58823529413
produces,3,1.7e-05,-10.982297213908058,-0.2731668922783094,176470.58823529413
israel,14,7.94e-05,-9.441012189711184,-1.4828918466239458,176322.41813602013
miles,16,9.12e-05,-9.302455660883988,-1.719975948638874,175438.5964912281
display,8,4.57e-05,-9.993412260064115,-0.8005273666102787,175054.704595186
genetic,4,2.29e-05,-10.68437364740408,-0.3743785206324993,174672.48908296943
negative,11,6.31e-05,-9.670789788417107,-1.1374458798778684,174326.46592709984
nest,2,1.15e-05,-11.37316352259507,-0.1758525669684252,173913.04347826086
belly,2,1.15e-05,-11.37316352259507,-0.1758525669684252,173913.04347826086
lane,6,3.47e-05,-10.26877087101146,-0.5842958300820483,172910.66282420748
reminds,3,1.74e-05,-10.959040351743791,-0.2737465967558595,172413.7931034483
decrease,3,1.74e-05,-10.959040351743791,-0.2737465967558595,172413.7931034483
wheels,3,1.74e-05,-10.959040351743791,-0.2737465967558595,172413.7931034483
desire,7,4.07e-05,-10.109282465515724,-0.6924329223046293,171990.17199017198
b,43,0.000251,-8.29005761883249,-5.186936204438082,171314.7410358566
arabic,2,1.17e-05,-11.355921716160564,-0.17611956563189482,170940.17094017094
100k,2,1.17e-05,-11.355921716160564,-0.17611956563189482,170940.17094017094
300k,2,1.17e-05,-11.355921716160564,-0.17611956563189482,170940.17094017094
160k,2,1.17e-05,-11.355921716160564,-0.17611956563189482,170940.17094017094
delta,2,1.17e-05,-11.355921716160564,-0.17611956563189482,170940.17094017094
experiment,4,2.34e-05,-10.662774535600619,-0.3751368826795404,170940.17094017094
breed,2,1.17e-05,-11.355921716160564,-0.17611956563189482,170940.17094017094
axis,2,1.17e-05,-11.355921716160564,-0.17611956563189482,170940.17094017094
else,41,0.00024,-8.334871634622283,-4.919091954540704,170833.33333333334
consists,5,2.95e-05,-10.4311202946185,-0.4793348996827829,169491.52542372883
kennedy,3,1.78e-05,-10.936312100666235,-0.27431550712760305,168539.32584269665
firing,3,1.78e-05,-10.936312100666235,-0.27431550712760305,168539.32584269665
hours,41,0.000245,-8.314252347419547,-4.931291267906364,167346.9387755102
cells,8,4.79e-05,-9.946395053547404,-0.8043115075292312,167014.61377870565
moses,2,1.2e-05,-11.330603908176274,-0.1765130981727091,166666.66666666666
difference,17,0.000102,-9.190537744680004,-1.8497285438864064,166666.66666666666
savings,4,2.4e-05,-10.637456727616328,-0.3760297317699483,166666.66666666666
it's,303,0.00182,-6.3089187778934335,-48.02724692885848,166483.5164835165
4,95,0.000575,-7.461140517166924,-12.732637829487299,165217.39130434784
topics,3,1.82e-05,-10.914088963881525,-0.27487406506654216,164835.16483516485
chat,4,2.45e-05,-10.616837440413592,-0.37676003070121183,163265.306122449
define,4,2.45e-05,-10.616837440413592,-0.37676003070121183,163265.306122449
flow,8,4.9e-05,-9.923690259853647,-0.8061517228489136,163265.306122449
sum,4,2.45e-05,-10.616837440413592,-0.37676003070121183,163265.306122449
connect,4,2.45e-05,-10.616837440413592,-0.37676003070121183,163265.306122449
adjacent,2,1.23e-05,-11.305911295585902,-0.17689861062158233,162601.62601626015
substances,2,1.23e-05,-11.305911295585902,-0.17689861062158233,162601.62601626015
politically,2,1.23e-05,-11.305911295585902,-0.17689861062158233,162601.62601626015
laughter,2,1.23e-05,-11.305911295585902,-0.17689861062158233,162601.62601626015
withdrawal,2,1.23e-05,-11.305911295585902,-0.17689861062158233,162601.62601626015
layers,2,1.23e-05,-11.305911295585902,-0.17689861062158233,162601.62601626015
connecting,2,1.23e-05,-11.305911295585902,-0.17689861062158233,162601.62601626015
micro,2,1.23e-05,-11.305911295585902,-0.17689861062158233,162601.62601626015
reporter,3,1.86e-05,-10.892348977245119,-0.27542268488341776,161290.32258064515
criteria,3,1.86e-05,-10.892348977245119,-0.27542268488341776,161290.32258064515
edit,3,1.86e-05,-10.892348977245119,-0.27542268488341776,161290.32258064515
productive,3,1.86e-05,-10.892348977245119,-0.27542268488341776,161290.32258064515
fix,8,5.01e-05,-9.901489549873455,-0.8079592428699016,159680.6387225549
target,11,6.92e-05,-9.57850969534065,-1.148404120251694,158959.53757225434
premiere,2,1.26e-05,-11.281813744006842,-0.177276459741453,158730.15873015873
scan,2,1.26e-05,-11.281813744006842,-0.177276459741453,158730.15873015873
deadline,2,1.26e-05,-11.281813744006842,-0.177276459741453,158730.15873015873
pressing,2,1.26e-05,-11.281813744006842,-0.177276459741453,158730.15873015873
i'd,33,0.000209,-8.473176305999463,-3.894643379087277,157894.73684210525
civilian,3,1.91e-05,-10.86582222291169,-0.276095074855375,157068.06282722513
interests,9,5.75e-05,-9.76372561016097,-0.9217792837842379,156521.73913043478
do,365,0.00234,-6.057604349612527,-60.25484315814504,155982.90598290597
food,41,0.000263,-8.24335652578651,-4.973702140838575,155893.536121673
problem,40,0.000257,-8.266434473069054,-4.838845590600722,155642.0233463035
hour,23,0.000148,-8.818298284200159,-2.608212974742457,155405.4054054054
million,34,0.000219,-8.426438828147774,-4.034919221916856,155251.1415525114
array,2,1.29e-05,-11.258283246596648,-0.17764697833522666,155038.75968992247
tribes,2,1.29e-05,-11.258283246596648,-0.17764697833522666,155038.75968992247
citizenship,2,1.29e-05,-11.258283246596648,-0.17764697833522666,155038.75968992247
xi,2,1.29e-05,-11.258283246596648,-0.17764697833522666,155038.75968992247
knowledge,17,0.00011,-9.115030192171858,-1.8650514196431174,154545.45454545453
normal,17,0.00011,-9.115030192171858,-1.8650514196431174,154545.45454545453
suffering,6,3.89e-05,-10.154516307339874,-0.5908700935034285,154241.64524421596
democracy,6,3.89e-05,-10.154516307339874,-0.5908700935034285,154241.64524421596
unity,3,1.95e-05,-10.845096092394574,-0.27662272186816617,153846.15384615384
succeed,3,1.95e-05,-10.845096092394574,-0.27662272186816617,153846.15384615384
lunch,7,4.57e-05,-9.993412260064115,-0.7004614457839938,153172.86652078773
choose,13,8.51e-05,-9.371683522384945,-1.38715738415073,152761.45710928322
intelligence,8,5.25e-05,-9.854697388366697,-0.8117956021098999,152380.95238095237
profit,8,5.25e-05,-9.854697388366697,-0.8117956021098999,152380.95238095237
tons,4,2.63e-05,-10.545941618780555,-0.37929282605515946,152091.25475285173
takes,22,0.000145,-8.8387768155437,-2.4890321884031774,151724.1379310345
abstract,2,1.32e-05,-11.235293728371948,-0.17801047737181058,151515.15151515152
lease,2,1.32e-05,-11.235293728371948,-0.17801047737181058,151515.15151515152
disappear,2,1.32e-05,-11.235293728371948,-0.17801047737181058,151515.15151515152
actions,10,6.61e-05,-9.624341811106634,-1.0390320913644038,151285.93040847202
attorney,5,3.31e-05,-10.315977275581258,-0.48468505372102744,151057.40181268883
raw,5,3.31e-05,-10.315977275581258,-0.48468505372102744,151057.40181268883
iphone,3,2e-05,-10.819778284410283,-0.27727000693928827,150000.0
steady,3,2e-05,-10.819778284410283,-0.27727000693928827,150000.0
elements,9,6.03e-05,-9.716178454231134,-0.9262901090583349,149253.73134328358
theory,11,7.41e-05,-9.510095025662233,-1.1566656242989557,148448.0431848853
move,31,0.000209,-8.473176305999463,-3.658604386415321,148325.35885167462
minimal,2,1.35e-05,-11.21282087251989,-0.1783672478797509,148148.14814814815
object,6,4.07e-05,-10.109282465515724,-0.593513933403968,147420.14742014743
equality,3,2.04e-05,-10.799975657114103,-0.2777784038822213,147058.82352941175
requires,7,4.79e-05,-9.946395053547404,-0.7037725690880773,146137.78705636744
