word,count,freq,log_freq,tfidf,tfiedf,Topic,,,
digits,2,4.90E-06,-12.22627535,-0.1635821166,408163.2653,,2193,FALSE,706
agriculture,12,2.95E-05,-10.43112029,-1.150403759,406779.661,,2205,FALSE,706
bitches,3,7.41E-06,-11.81268012,-0.2539643815,404858.2996,hobby,2208,TRUE,709
pushes,2,5.01E-06,-12.20407464,-0.1638796925,399201.5968,,2210,FALSE,709
separating,2,5.01E-06,-12.20407464,-0.1638796925,399201.5968,,2212,FALSE,709
economics,10,2.51E-05,-10.59264271,-0.9440514772,398406.3745,sociology,2222,TRUE,719
dollars,23,5.89E-05,-9.739669467,-2.361476442,390492.3599,money,2245,TRUE,742
downloads,2,5.13E-06,-12.1804049,-0.1641981541,389863.5478,,2247,FALSE,742
node,2,5.13E-06,-12.1804049,-0.1641981541,389863.5478,,2249,FALSE,742
mint,3,7.76E-06,-11.76652822,-0.2549605069,386597.9381,money,2252,TRUE,745
what's,56,0.000145,-8.838776816,-6.335718298,386206.8966,,2308,FALSE,745
learning,33,8.71E-05,-9.348453674,-3.529995564,378874.8565,,2341,FALSE,745
continuity,3,7.94E-06,-11.74359728,-0.2554583513,377833.7531,,2344,FALSE,745
patterns,9,2.40E-05,-10.63745673,-0.8460668965,375000,,2353,FALSE,745
sessions,8,2.14E-05,-10.75211964,-0.7440393402,373831.7757,,2361,FALSE,745
menu,8,2.14E-05,-10.75211964,-0.7440393402,373831.7757,,2369,FALSE,745
metabolism,2,5.37E-06,-12.13468265,-0.164816836,372439.4786,biology,2371,TRUE,747
rotating,2,5.37E-06,-12.13468265,-0.164816836,372439.4786,,2373,FALSE,747
hunger,6,1.62E-05,-11.03049932,-0.5439463644,370370.3704,,2379,FALSE,747
palestinians,3,8.13E-06,-11.71994963,-0.2559737963,369003.69,politics,2382,TRUE,750
puzzle,3,8.13E-06,-11.71994963,-0.2559737963,369003.69,,2385,FALSE,750
algorithm,3,8.13E-06,-11.71994963,-0.2559737963,369003.69,,2388,FALSE,750
monkeys,3,8.13E-06,-11.71994963,-0.2559737963,369003.69,biology,2391,TRUE,753
basically,14,3.80E-05,-10.1779244,-1.375526036,368421.0526,,2405,FALSE,753
computers,9,2.45E-05,-10.61683744,-0.8477100691,367346.9388,,2414,FALSE,753
communication,18,4.90E-05,-9.92369026,-1.813841376,367346.9388,,2432,FALSE,753
energy,59,0.000162,-8.727914223,-6.759919781,364197.5309,physics,2491,TRUE,812
equations,2,5.50E-06,-12.11076247,-0.1651423687,363636.3636,math,2493,TRUE,814
investing,4,1.10E-05,-11.41761529,-0.3503358539,363636.3636,money,2497,TRUE,818
let's,42,0.000117,-9.053336623,-4.639173572,358974.359,,2539,FALSE,818
civilization,4,1.12E-05,-11.39959678,-0.350889604,357142.8571,sociology,2543,TRUE,822
rent,11,3.09E-05,-10.38475437,-1.059245082,355987.055,real estate,2554,TRUE,833
bi,3,8.51E-06,-11.67426862,-0.2569754131,352526.4395,,2557,FALSE,833
toast,3,8.51E-06,-11.67426862,-0.2569754131,352526.4395,food,2560,TRUE,836
sciences,9,2.57E-05,-10.56901957,-0.8515454006,350194.5525,,2569,FALSE,836
physics,8,2.29E-05,-10.68437365,-0.7487570413,349344.9782,physics,2577,TRUE,844
retiring,2,5.75E-06,-12.0663107,-0.165750746,347826.087,money,2587,TRUE,846
sf,2,5.75E-06,-12.0663107,-0.165750746,347826.087,,2589,FALSE,846
batteries,4,1.15E-05,-11.37316352,-0.3517051339,347826.087,,2581,FALSE,846
magnitude,4,1.15E-05,-11.37316352,-0.3517051339,347826.087,,2585,FALSE,846
keyboard,4,1.17E-05,-11.35592172,-0.3522391313,341880.3419,,2593,FALSE,846
conquer,2,5.89E-06,-12.04225456,-0.166081857,339558.5739,,2595,FALSE,846
neglected,2,5.89E-06,-12.04225456,-0.166081857,339558.5739,,2597,FALSE,846
premise,2,5.89E-06,-12.04225456,-0.166081857,339558.5739,,2599,FALSE,846
bot,2,5.89E-06,-12.04225456,-0.166081857,339558.5739,ml,2601,TRUE,848
infinity,2,5.89E-06,-12.04225456,-0.166081857,339558.5739,math,2603,TRUE,850
commentary,5,1.48E-05,-11.12088338,-0.449604571,337837.8378,,2608,FALSE,850
accessible,5,1.48E-05,-11.12088338,-0.449604571,337837.8378,,2613,FALSE,850
calculate,3,8.91E-06,-11.62833632,-0.2579904742,336700.3367,,2616,FALSE,850
minimum,16,4.79E-05,-9.946395054,-1.608623015,334029.2276,,2632,FALSE,850
perceive,2,6.03E-06,-12.01876355,-0.1664064687,331674.9585,,2634,FALSE,850
simplicity,2,6.03E-06,-12.01876355,-0.1664064687,331674.9585,,2636,FALSE,850
lenses,2,6.03E-06,-12.01876355,-0.1664064687,331674.9585,,2638,FALSE,850
splitting,2,6.03E-06,-12.01876355,-0.1664064687,331674.9585,,2640,FALSE,850
wikipedia,2,6.03E-06,-12.01876355,-0.1664064687,331674.9585,,2642,FALSE,850
random,12,3.63E-05,-10.22369282,-1.173744186,330578.5124,statistics,2654,TRUE,862
culture,38,0.000115,-9.07057843,-4.189368991,330434.7826,sociology,2692,TRUE,900
repairs,3,9.12E-06,-11.60504075,-0.2585083554,328947.3684,,2695,FALSE,900
illusion,3,9.12E-06,-11.60504075,-0.2585083554,328947.3684,,2698,FALSE,900
restaurants,7,2.14E-05,-10.75211964,-0.6510344227,327102.8037,,2705,FALSE,900
judiciary,2,6.17E-06,-11.99581172,-0.1667248575,324149.1086,,2707,FALSE,900
digit,2,6.17E-06,-11.99581172,-0.1667248575,324149.1086,,2709,FALSE,900
viewer,2,6.17E-06,-11.99581172,-0.1667248575,324149.1086,,2711,FALSE,900
50k,6,1.86E-05,-10.89234898,-0.5508453698,322580.6452,money,2717,TRUE,906
inclusion,3,9.33E-06,-11.58227554,-0.2590164591,321543.4084,,2720,FALSE,906
slope,3,9.33E-06,-11.58227554,-0.2590164591,321543.4084,,2723,FALSE,906
segments,3,9.33E-06,-11.58227554,-0.2590164591,321543.4084,,2726,FALSE,906
representation,8,2.51E-05,-10.59264271,-0.7552411818,318725.0996,,2734,FALSE,906
capitalism,4,1.26E-05,-11.28181374,-0.3545529195,317460.3175,sociology,2738,TRUE,910
rises,4,1.26E-05,-11.28181374,-0.3545529195,317460.3175,,2742,FALSE,910
skeleton,2,6.31E-06,-11.97337488,-0.1670372823,316957.2108,biology,2744,TRUE,912
explode,2,6.31E-06,-11.97337488,-0.1670372823,316957.2108,,2746,FALSE,912
jordan,10,3.16E-05,-10.36235344,-0.9650317431,316455.6962,,2756,FALSE,912
documents,13,4.17E-05,-10.08500943,-1.289041928,311750.5995,,2769,FALSE,912
logic,8,2.57E-05,-10.56901957,-0.7569292449,311284.0467,,2777,FALSE,912
interesting,27,8.71E-05,-9.348453674,-2.888178189,309988.5189,,2804,FALSE,912
pension,6,1.95E-05,-10.84509609,-0.5532454437,307692.3077,money,2810,TRUE,918
freedom,25,8.13E-05,-9.417364541,-2.654670517,307503.075,,2835,FALSE,918
insert,3,9.77E-06,-11.53619409,-0.2600511032,307062.436,,2838,FALSE,918
shapes,3,9.77E-06,-11.53619409,-0.2600511032,307062.436,,2841,FALSE,918
month,46,0.000151,-8.798230721,-5.228323905,304635.7616,,2887,FALSE,918
solve,8,2.63E-05,-10.54594162,-0.7585856521,304182.5095,,2895,FALSE,918
bug,4,1.32E-05,-11.23529373,-0.3560209547,303030.303,code,2899,TRUE,922
commented,4,1.32E-05,-11.23529373,-0.3560209547,303030.303,,2903,FALSE,922
tunnels,2,6.61E-06,-11.9269269,-0.1676877888,302571.8608,,2905,FALSE,922
arabs,2,6.61E-06,-11.9269269,-0.1676877888,302571.8608,politics,2907,TRUE,924
stack,3,1.00E-05,-11.51292546,-0.2605766891,300000,,2910,FALSE,924
steps,16,5.37E-05,-9.832097556,-1.627323153,297951.5829,,2926,FALSE,924
staring,4,1.35E-05,-11.21282087,-0.3567344958,296296.2963,,2970,FALSE,924
treasure,4,1.35E-05,-11.21282087,-0.3567344958,296296.2963,,2974,FALSE,924
convenient,4,1.35E-05,-11.21282087,-0.3567344958,296296.2963,,2978,FALSE,924
dimensions,4,1.35E-05,-11.21282087,-0.3567344958,296296.2963,,2982,FALSE,924
n,40,0.000135,-8.91023578,-4.489219027,296296.2963,,2966,FALSE,924
realization,2,6.76E-06,-11.90448767,-0.1680038701,295857.9882,,2984,FALSE,924
curves,2,6.76E-06,-11.90448767,-0.1680038701,295857.9882,,2986,FALSE,924
hobby,2,6.76E-06,-11.90448767,-0.1680038701,295857.9882,hobby,2988,TRUE,926
mirrors,2,6.76E-06,-11.90448767,-0.1680038701,295857.9882,,2990,FALSE,926
arrangement,6,2.04E-05,-10.79997566,-0.5555568078,294117.6471,,2996,FALSE,926
strip,7,2.40E-05,-10.63745673,-0.6580520306,291666.6667,,3003,FALSE,926
satisfying,2,6.92E-06,-11.88109479,-0.1683346557,289017.341,,3005,FALSE,926
toss,2,6.92E-06,-11.88109479,-0.1683346557,289017.341,,3007,FALSE,926
floyd,2,6.92E-06,-11.88109479,-0.1683346557,289017.341,,3009,FALSE,926
distribution,17,5.89E-05,-9.739669467,-1.745439109,288624.7878,statistics,3026,TRUE,943
disturbing,3,1.05E-05,-11.4641353,-0.2616856764,285714.2857,,3029,FALSE,943
ratio,7,2.45E-05,-10.61683744,-0.6593300537,285714.2857,,3036,FALSE,943
vagina,2,7.08E-06,-11.85823665,-0.1686591404,282485.8757,,3038,FALSE,943
evolutionary,2,7.08E-06,-11.85823665,-0.1686591404,282485.8757,biology,3040,TRUE,945
directions,5,1.78E-05,-10.9363121,-0.4571925119,280898.8764,,3045,FALSE,945
apps,5,1.78E-05,-10.9363121,-0.4571925119,280898.8764,code,3050,TRUE,950
y,25,8.91E-05,-9.325751223,-2.680749186,280583.6139,,3075,FALSE,950
saves,3,1.07E-05,-11.44526682,-0.2621170872,280373.8318,,3078,FALSE,950
variables,3,1.07E-05,-11.44526682,-0.2621170872,280373.8318,,3081,FALSE,950
pattern,9,3.24E-05,-10.33735214,-0.8706291401,277777.7778,,3090,FALSE,950
maya,2,7.24E-06,-11.83588935,-0.1689775851,276243.0939,,3092,FALSE,950
baked,2,7.24E-06,-11.83588935,-0.1689775851,276243.0939,,3094,FALSE,950
coordinates,2,7.24E-06,-11.83588935,-0.1689775851,276243.0939,,3096,FALSE,950
problematic,2,7.24E-06,-11.83588935,-0.1689775851,276243.0939,,3098,FALSE,950
invented,4,1.45E-05,-11.14136191,-0.3590225354,275862.069,,3102,FALSE,950
inter,5,1.82E-05,-10.91408896,-0.4581234418,274725.2747,,3107,FALSE,950
quantity,5,1.82E-05,-10.91408896,-0.4581234418,274725.2747,,3112,FALSE,950
suppose,12,4.37E-05,-10.03816246,-1.195437915,274599.5423,,3124,FALSE,950
creature,4,1.48E-05,-11.12088338,-0.3596836568,270270.2703,,3128,FALSE,950
communism,2,7.41E-06,-11.81268012,-0.1693095877,269905.5331,sociology,3130,TRUE,952
oxygen,5,1.86E-05,-10.89234898,-0.4590378081,268817.2043,,3135,FALSE,952
assumptions,3,1.12E-05,-11.39959678,-0.263167203,267857.1429,,3138,FALSE,952
meter,3,1.12E-05,-11.39959678,-0.263167203,267857.1429,,3141,FALSE,952
root,7,2.63E-05,-10.54594162,-0.6637624456,266159.6958,,3148,FALSE,952
stocks,4,1.51E-05,-11.10081581,-0.360333877,264900.6623,money,3152,TRUE,956
laser,4,1.51E-05,-11.10081581,-0.360333877,264900.6623,physics,3156,TRUE,960
idea,58,0.000219,-8.426438828,-6.883097496,264840.1826,,3214,FALSE,960
dominate,2,7.59E-06,-11.78867897,-0.1696542934,263504.6113,,3216,FALSE,960
tricky,2,7.59E-06,-11.78867897,-0.1696542934,263504.6113,,3218,FALSE,960
abraham,3,1.15E-05,-11.37316352,-0.2637788505,260869.5652,,3221,FALSE,960
alternatives,3,1.15E-05,-11.37316352,-0.2637788505,260869.5652,,3224,FALSE,960
threshold,3,1.15E-05,-11.37316352,-0.2637788505,260869.5652,,3227,FALSE,960
passive,3,1.15E-05,-11.37316352,-0.2637788505,260869.5652,,3230,FALSE,960
subjective,2,7.76E-06,-11.76652822,-0.1699736712,257731.9588,,3232,FALSE,960
conquest,2,7.76E-06,-11.76652822,-0.1699736712,257731.9588,,3234,FALSE,960
cum,2,7.76E-06,-11.76652822,-0.1699736712,257731.9588,,3236,FALSE,960
phrases,2,7.76E-06,-11.76652822,-0.1699736712,257731.9588,,3238,FALSE,960
tax,34,0.000132,-8.932708635,-3.806236315,257575.7576,money,3272,TRUE,994
10000,17,6.61E-05,-9.624341811,-1.766354555,257186.0817,,3289,FALSE,994
guess,38,0.000148,-8.818298284,-4.309221437,256756.7568,,3327,FALSE,994
slot,3,1.17E-05,-11.35592172,-0.2641793484,256410.2564,,3330,FALSE,994
200k,3,1.17E-05,-11.35592172,-0.2641793484,256410.2564,money,3333,TRUE,997
static,3,1.17E-05,-11.35592172,-0.2641793484,256410.2564,,3341,FALSE,997
organs,3,1.17E-05,-11.35592172,-0.2641793484,256410.2564,biology,3350,TRUE,1000
explore,5,1.95E-05,-10.84509609,-0.4610378698,256410.2564,,3338,FALSE,1000
math,6,2.34E-05,-10.66277454,-0.562705324,256410.2564,math,3347,TRUE,1006
projects,15,5.89E-05,-9.739669467,-1.540093332,254668.9304,project management,3365,TRUE,1021
option,15,5.89E-05,-9.739669467,-1.540093332,254668.9304,,3380,FALSE,1021
dig,4,1.58E-05,-11.05550062,-0.3618108431,253164.557,,3384,FALSE,1021
accepts,2,7.94E-06,-11.74359728,-0.1703055675,251889.1688,,3386,FALSE,1021
distances,2,7.94E-06,-11.74359728,-0.1703055675,251889.1688,,3388,FALSE,1021
ruler,2,8.13E-06,-11.71994963,-0.1706491975,246002.46,,3390,FALSE,1021
mc,2,8.13E-06,-11.71994963,-0.1706491975,246002.46,,3392,FALSE,1021
reproduction,2,8.13E-06,-11.71994963,-0.1706491975,246002.46,biology,3394,TRUE,1023
rational,3,1.23E-05,-11.3059113,-0.2653479159,243902.439,,3397,FALSE,1023
computer,26,0.000107,-9.142681724,-2.843804563,242990.6542,,3423,FALSE,1023
saving,9,3.72E-05,-10.1992018,-0.8824219953,241935.4839,,3432,FALSE,1023
code,27,0.000112,-9.097011687,-2.968007619,241071.4286,code,3459,TRUE,1050
stanford,2,8.32E-06,-11.6968483,-0.1709862305,240384.6154,,3461,FALSE,1050
salary,5,2.09E-05,-10.7757614,-0.4640043348,239234.4498,money,3466,TRUE,1055
painful,5,2.09E-05,-10.7757614,-0.4640043348,239234.4498,,3471,FALSE,1055
technically,3,1.26E-05,-11.28181374,-0.2659146896,238095.2381,,3474,FALSE,1055
infrastructure,7,2.95E-05,-10.43112029,-0.6710688596,237288.1356,,3481,FALSE,1055
carbon,8,3.39E-05,-10.29209554,-0.7772955436,235988.2006,biology,3489,TRUE,1063
upside,2,8.51E-06,-11.67426862,-0.1713169421,235017.6263,,3491,FALSE,1063
esteem,2,8.51E-06,-11.67426862,-0.1713169421,235017.6263,,3493,FALSE,1063
calculation,2,8.51E-06,-11.67426862,-0.1713169421,235017.6263,,3495,FALSE,1063
layer,5,2.14E-05,-10.75211964,-0.4650245876,233644.8598,,3500,FALSE,1063
earn,6,2.57E-05,-10.56901957,-0.5676969337,233463.035,money,3506,TRUE,1069
rank,6,2.57E-05,-10.56901957,-0.5676969337,233463.035,,3512,FALSE,1069
consumption,6,2.57E-05,-10.56901957,-0.5676969337,233463.035,sociology,3518,TRUE,1075
monkey,3,1.29E-05,-11.25828325,-0.2664704675,232558.1395,biology,3521,TRUE,1078
noon,3,1.29E-05,-11.25828325,-0.2664704675,232558.1395,,3524,FALSE,1078
particles,3,1.29E-05,-11.25828325,-0.2664704675,232558.1395,physics,3527,TRUE,1081
decide,14,6.03E-05,-9.716178454,-1.440895725,232172.471,,3541,FALSE,1081
need,211,0.000912,-6.999870568,-30.1434145,231359.6491,,3752,FALSE,1081
employer,4,1.74E-05,-10.95904035,-0.3649954623,229885.0575,,3756,FALSE,1081
fraction,2,8.71E-06,-11.65103877,-0.1716585139,229621.1251,,3758,FALSE,1081
performs,2,8.71E-06,-11.65103877,-0.1716585139,229621.1251,,3760,FALSE,1081
contribute,5,2.19E-05,-10.72902392,-0.4660256177,228310.5023,,3765,FALSE,1081
stomach,6,2.63E-05,-10.54594162,-0.5689392391,228136.8821,,3771,FALSE,1081
information,60,0.000263,-8.243356526,-7.278588499,228136.8821,,3831,FALSE,1081
facebook,14,6.17E-05,-9.693226627,-1.444307509,226904.376,hobby,3845,TRUE,1095
survive,7,3.09E-05,-10.38475437,-0.6740650523,226537.2168,,3852,FALSE,1095
writing,26,0.000115,-9.07057843,-2.866410362,226086.9565,,3878,FALSE,1095
direction,21,9.33E-05,-9.27969045,-2.263006521,225080.3859,,3899,FALSE,1095
separation,4,1.78E-05,-10.9363121,-0.3657540095,224719.1011,,3903,FALSE,1095
thousand,11,4.90E-05,-9.92369026,-1.108458619,224489.7959,,3914,FALSE,1095
modes,2,8.91E-06,-11.62833632,-0.1719936494,224466.8911,,3916,FALSE,1095
isaac,2,8.91E-06,-11.62833632,-0.1719936494,224466.8911,,3918,FALSE,1095
wheat,3,1.35E-05,-11.21282087,-0.2675508718,222222.2222,,3921,FALSE,1095
ten,26,0.000117,-9.053336623,-2.871869354,222222.2222,,3947,FALSE,1095
brings,9,4.07E-05,-10.10928247,-0.8902709001,221130.2211,,3956,FALSE,1095
concept,13,5.89E-05,-9.739669467,-1.334747554,220713.073,,3969,FALSE,1095
tool,8,3.63E-05,-10.22369282,-0.7824961238,220385.6749,,3977,FALSE,1095
surprising,4,1.82E-05,-10.91408896,-0.3664987534,219780.2198,,3981,FALSE,1095
deeper,4,1.82E-05,-10.91408896,-0.3664987534,219780.2198,,3985,FALSE,1095
project,34,0.000155,-8.772085441,-3.87593124,219354.8387,project management,4019,TRUE,1129
entities,2,9.12E-06,-11.60504075,-0.1723389036,219298.2456,,4021,FALSE,1129
prints,2,9.12E-06,-11.60504075,-0.1723389036,219298.2456,,4023,FALSE,1129
picks,3,1.38E-05,-11.19084197,-0.268076344,217391.3043,,4026,FALSE,1129
operates,3,1.38E-05,-11.19084197,-0.268076344,217391.3043,,4029,FALSE,1129
20k,4,1.86E-05,-10.89234898,-0.3672302465,215053.7634,money,4033,TRUE,1133
sr,2,9.33E-06,-11.58227554,-0.1726776394,214362.2722,,4035,FALSE,1133
how's,2,9.33E-06,-11.58227554,-0.1726776394,214362.2722,,4037,FALSE,1133
machine,17,7.94E-05,-9.44101219,-1.800654385,214105.7935,ml,4054,TRUE,1150
invested,3,1.41E-05,-11.16933576,-0.2685925165,212765.9574,money,4063,TRUE,1153
coin,3,1.41E-05,-11.16933576,-0.2685925165,212765.9574,,4072,FALSE,1153
welfare,6,2.82E-05,-10.47618858,-0.5727273764,212765.9574,,4060,FALSE,1153
electricity,6,2.82E-05,-10.47618858,-0.5727273764,212765.9574,,4069,FALSE,1153
cell,14,6.61E-05,-9.624341811,-1.454644928,211800.3026,,4086,FALSE,1153
pounds,7,3.31E-05,-10.31597728,-0.6785590752,211480.3625,,4093,FALSE,1153
investment,16,7.59E-05,-9.486093874,-1.686679492,210803.6891,money,4109,TRUE,1169
independence,9,4.27E-05,-10.06131164,-0.8945155785,210772.8337,,4118,FALSE,1169
amount,29,0.000138,-8.888256873,-3.262731986,210144.9275,,4147,FALSE,1169
expectation,2,9.55E-06,-11.5589694,-0.1730258062,209424.0838,,4149,FALSE,1169
geography,2,9.55E-06,-11.5589694,-0.1730258062,209424.0838,,4151,FALSE,1169
leisure,2,9.55E-06,-11.5589694,-0.1730258062,209424.0838,,4153,FALSE,1169
develop,12,5.75E-05,-9.76372561,-1.229039045,208695.6522,,4165,FALSE,1169
cloud,6,2.88E-05,-10.45513517,-0.5738806722,208333.3333,,4171,FALSE,1169
bedroom,6,2.88E-05,-10.45513517,-0.5738806722,208333.3333,real estate,4177,TRUE,1175
8,64,0.000309,-8.082169281,-7.918666112,207119.7411,,4241,FALSE,1175
laying,3,1.45E-05,-11.14136191,-0.2692669015,206896.5517,,4280,FALSE,1175
language,36,0.000174,-8.656455259,-4.158746152,206896.5517,nlp,4277,TRUE,1211
2,193,0.000933,-6.977105357,-27.66190134,206859.5927,,4473,FALSE,1211
function,13,6.31E-05,-9.670789788,-1.344254222,206022.187,,4486,FALSE,1211
want,220,0.00107,-6.840096631,-32.16328831,205607.4766,,4706,FALSE,1211
subjected,2,9.77E-06,-11.53619409,-0.1733674021,204708.2907,,4708,FALSE,1211
reduces,2,9.77E-06,-11.53619409,-0.1733674021,204708.2907,,4710,FALSE,1211
collision,2,9.77E-06,-11.53619409,-0.1733674021,204708.2907,physics,4712,TRUE,1213
sovereignty,2,9.77E-06,-11.53619409,-0.1733674021,204708.2907,,4714,FALSE,1213
sketch,2,9.77E-06,-11.53619409,-0.1733674021,204708.2907,,4716,FALSE,1213
extract,2,9.77E-06,-11.53619409,-0.1733674021,204708.2907,,4718,FALSE,1213
google,12,5.89E-05,-9.739669467,-1.232074665,203735.1443,,4730,FALSE,1213
khan,3,1.48E-05,-11.12088338,-0.2697627426,202702.7027,,4733,FALSE,1213
money,80,0.000398,-7.829058553,-10.21834228,201005.0251,money,4813,TRUE,1293
income,21,0.000105,-9.161550208,-2.292188497,200000,money,4834,TRUE,1314
hydrogen,2,1.00E-05,-11.51292546,-0.1737177928,200000,biology,4836,TRUE,1316
democrat,2,1.00E-05,-11.51292546,-0.1737177928,200000,sociology,4842,TRUE,1318
organize,2,1.00E-05,-11.51292546,-0.1737177928,200000,,4844,FALSE,1318
fifty,4,2.00E-05,-10.81977828,-0.3696933426,200000,,4840,FALSE,1318
robot,3,1.51E-05,-11.10081581,-0.2702504077,198675.4967,ml,4853,TRUE,1321
chances,6,3.02E-05,-10.40766863,-0.5764979854,198675.4967,,4850,FALSE,1321
there's,56,0.000282,-8.173603487,-6.851323298,198581.5603,,4909,FALSE,1321
what,476,0.0024,-6.032286542,-78.9087184,198333.3333,,5385,FALSE,1321
manage,7,3.55E-05,-10.24597786,-0.6831949175,197183.0986,,5392,FALSE,1321
height,7,3.55E-05,-10.24597786,-0.6831949175,197183.0986,,5399,FALSE,1321
perform,9,4.57E-05,-9.99341226,-0.9005932874,196936.5427,,5408,FALSE,1321
twice,13,6.61E-05,-9.624341811,-1.350741719,196671.7095,,5421,FALSE,1321
properties,8,4.07E-05,-10.10928247,-0.7913519112,196560.1966,real estate,5429,TRUE,1329
taxes,8,4.07E-05,-10.10928247,-0.7913519112,196560.1966,money,5437,TRUE,1337
actually,54,0.000275,-8.19873946,-6.58637834,196363.6364,,5491,FALSE,1337
create,21,0.000107,-9.142681724,-2.29691907,196261.6822,,5512,FALSE,1337
cheat,2,1.02E-05,-11.49312284,-0.1740171082,196078.4314,,5514,FALSE,1337
minus,2,1.02E-05,-11.49312284,-0.1740171082,196078.4314,,5516,FALSE,1337
nerves,2,1.02E-05,-11.49312284,-0.1740171082,196078.4314,,5518,FALSE,1337
socially,2,1.02E-05,-11.49312284,-0.1740171082,196078.4314,,5520,FALSE,1337
profitable,2,1.02E-05,-11.49312284,-0.1740171082,196078.4314,,5522,FALSE,1337
3d,5,2.57E-05,-10.56901957,-0.4730807781,194552.5292,,5527,FALSE,1337
build,19,9.77E-05,-9.233608999,-2.057700299,194472.8762,,5546,FALSE,1337
satisfaction,3,1.55E-05,-11.07467053,-0.2708884197,193548.3871,,5549,FALSE,1337
memory,13,6.76E-05,-9.601902575,-1.353898344,192307.6923,,5562,FALSE,1337
according,42,0.000219,-8.426438828,-4.98431198,191780.8219,,5604,FALSE,1337
repeated,4,2.09E-05,-10.7757614,-0.3712034678,191387.5598,,5608,FALSE,1337
browser,2,1.05E-05,-11.4641353,-0.1744571176,190476.1905,,5610,FALSE,1337
creativity,2,1.05E-05,-11.4641353,-0.1744571176,190476.1905,,5622,FALSE,1337
housing,10,5.25E-05,-9.854697388,-1.014744503,190476.1905,real estate,5620,TRUE,1347
string,5,2.63E-05,-10.54594162,-0.4741160326,190114.0684,,5627,FALSE,1347
speed,19,0.0001,-9.210340372,-2.062898789,190000,,5646,FALSE,1347
lens,3,1.58E-05,-11.05550062,-0.2713581324,189873.4177,,5649,FALSE,1347
sex,28,0.000148,-8.818298284,-3.175215795,189189.1892,,5677,FALSE,1347
grand,15,7.94E-05,-9.44101219,-1.588812693,188916.8766,,5692,FALSE,1347
add,22,0.000117,-9.053336623,-2.4300433,188034.188,,5714,FALSE,1347
feels,13,6.92E-05,-9.578509695,-1.357204869,187861.2717,,5727,FALSE,1347
app,8,4.27E-05,-10.06131164,-0.7951249587,187353.63,,5735,FALSE,1347
dictionary,2,1.07E-05,-11.44526682,-0.1747447248,186915.8879,,5737,FALSE,1347
backwards,2,1.07E-05,-11.44526682,-0.1747447248,186915.8879,,5739,FALSE,1347
ego,2,1.07E-05,-11.44526682,-0.1747447248,186915.8879,,5741,FALSE,1347
thoughts,10,5.37E-05,-9.832097556,-1.017076971,186219.7393,,5751,FALSE,1347
frequency,5,2.69E-05,-10.52338427,-0.4751323216,185873.6059,,5756,FALSE,1347
odds,3,1.62E-05,-11.03049932,-0.2719731822,185185.1852,,5759,FALSE,1347
privacy,4,2.19E-05,-10.72902392,-0.3728204941,182648.4018,,5763,FALSE,1347
expenses,4,2.19E-05,-10.72902392,-0.3728204941,182648.4018,,5767,FALSE,1347
connections,4,2.19E-05,-10.72902392,-0.3728204941,182648.4018,,5771,FALSE,1347
reverse,4,2.19E-05,-10.72902392,-0.3728204941,182648.4018,,5775,FALSE,1347
concentrated,2,1.10E-05,-11.41761529,-0.1751679269,181818.1818,,5787,FALSE,1347
raise,10,5.50E-05,-9.808177373,-1.019557418,181818.1818,,5785,FALSE,1347
calendar,3,1.66E-05,-11.00610786,-0.2725759222,180722.8916,,5790,FALSE,1347
insight,3,1.66E-05,-11.00610786,-0.2725759222,180722.8916,,5793,FALSE,1347
communicate,3,1.66E-05,-11.00610786,-0.2725759222,180722.8916,,5796,FALSE,1347
words,32,0.000178,-8.633727008,-3.706394697,179775.2809,nlp,5828,TRUE,1379
allows,9,5.01E-05,-9.90148955,-0.9089541482,179640.7186,,5837,FALSE,1379
c,42,0.000234,-8.360189443,-5.023809602,179487.1795,,5879,FALSE,1379
okay,22,0.000123,-9.003326203,-2.443541365,178861.7886,,5901,FALSE,1379
computing,2,1.12E-05,-11.39959678,-0.175444802,178571.4286,,5911,FALSE,1379
essence,2,1.12E-05,-11.39959678,-0.175444802,178571.4286,,5913,FALSE,1379
min,4,2.24E-05,-10.7064496,-0.3736065783,178571.4286,,5905,FALSE,1379
annoying,4,2.24E-05,-10.7064496,-0.3736065783,178571.4286,,5909,FALSE,1379
example,40,0.000224,-8.403864506,-4.759715006,178571.4286,,5953,FALSE,1379
ai,3,1.70E-05,-10.98229721,-0.2731668923,176470.5882,,5956,FALSE,1379
produces,3,1.70E-05,-10.98229721,-0.2731668923,176470.5882,,5959,FALSE,1379
israel,14,7.94E-05,-9.44101219,-1.482891847,176322.4181,politics,5973,TRUE,1393
miles,16,9.12E-05,-9.302455661,-1.719975949,175438.5965,,5989,FALSE,1393
display,8,4.57E-05,-9.99341226,-0.8005273666,175054.7046,,5997,FALSE,1393
genetic,4,2.29E-05,-10.68437365,-0.3743785206,174672.4891,,6001,FALSE,1393
negative,11,6.31E-05,-9.670789788,-1.13744588,174326.4659,,6012,FALSE,1393
nest,2,1.15E-05,-11.37316352,-0.175852567,173913.0435,,6014,FALSE,1393
belly,2,1.15E-05,-11.37316352,-0.175852567,173913.0435,,6016,FALSE,1393
lane,6,3.47E-05,-10.26877087,-0.5842958301,172910.6628,,6022,FALSE,1393
